POA_CODE,State,religion,count
5440,SA,Christianity,128
5440,SA,Hinduism,4
5440,SA,Islam,0
5440,SA,Judaism,0
5440,SA,Other Religions,0
5440,SA,Non/Secular Religious Affiliation,85
5451,SA,Buddhism,0
5451,SA,Christianity,341
5451,SA,Hinduism,0
5451,SA,Islam,0
5451,SA,Judaism,0
5451,SA,Other Religions,12
5451,SA,Non/Secular Religious Affiliation,247
5452,SA,Buddhism,3
5452,SA,Christianity,247
5452,SA,Hinduism,0
5452,SA,Islam,0
5452,SA,Judaism,0
5452,SA,Other Religions,0
5452,SA,Non/Secular Religious Affiliation,167
5453,SA,Buddhism,15
5453,SA,Christianity,2880
5453,SA,Hinduism,3
5453,SA,Islam,0
5453,SA,Judaism,0
5453,SA,Other Religions,33
5453,SA,Non/Secular Religious Affiliation,1568
5454,SA,Buddhism,4
5454,SA,Christianity,241
5454,SA,Hinduism,0
5454,SA,Islam,0
5454,SA,Judaism,0
5454,SA,Other Religions,0
5454,SA,Non/Secular Religious Affiliation,124
5455,SA,Buddhism,0
5455,SA,Christianity,29
5455,SA,Hinduism,0
5455,SA,Islam,0
5455,SA,Judaism,0
5455,SA,Other Religions,0
5455,SA,Non/Secular Religious Affiliation,23
5460,SA,Buddhism,0
5460,SA,Christianity,433
5460,SA,Hinduism,0
5460,SA,Islam,5
5460,SA,Judaism,0
5460,SA,Other Religions,7
5460,SA,Non/Secular Religious Affiliation,241
5461,SA,Buddhism,3
5461,SA,Christianity,1538
5461,SA,Hinduism,0
5461,SA,Islam,3
5461,SA,Judaism,0
5461,SA,Other Religions,5
5461,SA,Non/Secular Religious Affiliation,796
5462,SA,Buddhism,5
5462,SA,Christianity,295
5462,SA,Hinduism,0
5462,SA,Islam,0
5462,SA,Judaism,0
5462,SA,Other Religions,7
5462,SA,Non/Secular Religious Affiliation,193
5464,SA,Buddhism,0
5464,SA,Christianity,418
5464,SA,Hinduism,0
5464,SA,Islam,0
5464,SA,Judaism,0
5464,SA,Other Religions,0
5464,SA,Non/Secular Religious Affiliation,144
5470,SA,Buddhism,0
5470,SA,Christianity,89
5470,SA,Hinduism,0
5470,SA,Islam,0
5470,SA,Judaism,0
5470,SA,Other Religions,6
5470,SA,Non/Secular Religious Affiliation,39
5471,SA,Buddhism,0
5471,SA,Christianity,54
5471,SA,Hinduism,0
5471,SA,Islam,0
5471,SA,Judaism,0
5471,SA,Other Religions,0
5471,SA,Non/Secular Religious Affiliation,31
5472,SA,Buddhism,0
5472,SA,Christianity,103
5472,SA,Hinduism,0
5472,SA,Islam,0
5472,SA,Judaism,0
5472,SA,Other Religions,0
5472,SA,Non/Secular Religious Affiliation,42
5473,SA,Buddhism,5
5473,SA,Christianity,424
5473,SA,Hinduism,6
5473,SA,Islam,0
5473,SA,Judaism,0
5473,SA,Other Religions,0
5473,SA,Non/Secular Religious Affiliation,231
5480,SA,Buddhism,0
5480,SA,Christianity,461
5480,SA,Hinduism,0
5480,SA,Islam,0
5480,SA,Judaism,0
5480,SA,Other Religions,5
5480,SA,Non/Secular Religious Affiliation,251
5481,SA,Buddhism,9
5481,SA,Christianity,323
5481,SA,Hinduism,0
5481,SA,Islam,0
5481,SA,Judaism,0
5481,SA,Other Religions,0
5481,SA,Non/Secular Religious Affiliation,193
5482,SA,Buddhism,6
5482,SA,Christianity,325
5482,SA,Hinduism,0
5482,SA,Islam,0
5482,SA,Judaism,0
5482,SA,Other Religions,0
5482,SA,Non/Secular Religious Affiliation,148
5483,SA,Buddhism,0
5483,SA,Christianity,186
5483,SA,Hinduism,0
5483,SA,Islam,0
5483,SA,Judaism,0
5483,SA,Other Religions,0
5483,SA,Non/Secular Religious Affiliation,125
5485,SA,Buddhism,0
5485,SA,Christianity,352
5485,SA,Hinduism,0
5485,SA,Islam,0
5485,SA,Judaism,0
5485,SA,Other Religions,0
5485,SA,Non/Secular Religious Affiliation,166
5490,SA,Buddhism,0
5490,SA,Christianity,103
5490,SA,Hinduism,0
5490,SA,Islam,0
5490,SA,Judaism,0
5490,SA,Other Religions,0
5490,SA,Non/Secular Religious Affiliation,40
5491,SA,Buddhism,8
5491,SA,Christianity,1200
5491,SA,Hinduism,0
5491,SA,Islam,0
5491,SA,Judaism,0
5491,SA,Other Religions,0
5491,SA,Non/Secular Religious Affiliation,445
5493,SA,Buddhism,0
5493,SA,Christianity,57
5493,SA,Hinduism,0
5493,SA,Islam,0
5493,SA,Judaism,0
5493,SA,Other Religions,0
5493,SA,Non/Secular Religious Affiliation,26
5495,SA,Buddhism,15
5495,SA,Christianity,291
5495,SA,Hinduism,5
5495,SA,Islam,0
5495,SA,Judaism,0
5495,SA,Other Religions,8
5495,SA,Non/Secular Religious Affiliation,202
5501,SA,Buddhism,70
5501,SA,Christianity,3728
5501,SA,Hinduism,8
5501,SA,Islam,8
5501,SA,Judaism,0
5501,SA,Other Religions,34
5501,SA,Non/Secular Religious Affiliation,2767
5502,SA,Buddhism,15
5502,SA,Christianity,766
5502,SA,Hinduism,0
5502,SA,Islam,4
5502,SA,Judaism,0
5502,SA,Other Religions,11
5502,SA,Non/Secular Religious Affiliation,602
5510,SA,Buddhism,0
5510,SA,Christianity,66
5510,SA,Hinduism,0
5510,SA,Islam,0
5510,SA,Judaism,0
5510,SA,Other Religions,0
5510,SA,Non/Secular Religious Affiliation,31
5520,SA,Buddhism,0
5520,SA,Christianity,335
5520,SA,Hinduism,0
5520,SA,Islam,0
5520,SA,Judaism,0
5520,SA,Other Religions,0
5520,SA,Non/Secular Religious Affiliation,219
5521,SA,Buddhism,0
5521,SA,Christianity,87
5521,SA,Hinduism,0
5521,SA,Islam,0
5521,SA,Judaism,0
5521,SA,Other Religions,0
5521,SA,Non/Secular Religious Affiliation,41
5522,SA,Buddhism,8
5522,SA,Christianity,872
5522,SA,Hinduism,0
5522,SA,Islam,0
5522,SA,Judaism,0
5522,SA,Other Religions,6
5522,SA,Non/Secular Religious Affiliation,423
5523,SA,Buddhism,3
5523,SA,Christianity,1207
5523,SA,Hinduism,0
5523,SA,Islam,0
5523,SA,Judaism,0
5523,SA,Other Religions,10
5523,SA,Non/Secular Religious Affiliation,549
5540,SA,Buddhism,59
5540,SA,Christianity,8615
5540,SA,Hinduism,29
5540,SA,Islam,52
5540,SA,Judaism,0
5540,SA,Other Religions,39
5540,SA,Non/Secular Religious Affiliation,5235
5550,SA,Buddhism,17
5550,SA,Christianity,504
5550,SA,Hinduism,7
5550,SA,Islam,3
5550,SA,Judaism,0
5550,SA,Other Religions,4
5550,SA,Non/Secular Religious Affiliation,321
5552,SA,Buddhism,0
5552,SA,Christianity,219
5552,SA,Hinduism,0
5552,SA,Islam,0
5552,SA,Judaism,0
5552,SA,Other Religions,0
5552,SA,Non/Secular Religious Affiliation,106
5554,SA,Buddhism,22
5554,SA,Christianity,2664
5554,SA,Hinduism,13
5554,SA,Islam,0
5554,SA,Judaism,0
5554,SA,Other Religions,22
5554,SA,Non/Secular Religious Affiliation,1891
5555,SA,Buddhism,0
5555,SA,Christianity,296
5555,SA,Hinduism,0
5555,SA,Islam,0
5555,SA,Judaism,0
5555,SA,Other Religions,0
5555,SA,Non/Secular Religious Affiliation,150
5556,SA,Buddhism,13
5556,SA,Christianity,2208
5556,SA,Hinduism,3
5556,SA,Islam,6
5556,SA,Judaism,0
5556,SA,Other Religions,7
5556,SA,Non/Secular Religious Affiliation,1396
5558,SA,Buddhism,29
5558,SA,Christianity,2704
5558,SA,Hinduism,3
5558,SA,Islam,7
5558,SA,Judaism,5
5558,SA,Other Religions,15
5558,SA,Non/Secular Religious Affiliation,1621
5560,SA,Buddhism,0
5560,SA,Christianity,266
5560,SA,Hinduism,0
5560,SA,Islam,0
5560,SA,Judaism,0
5560,SA,Other Religions,3
5560,SA,Non/Secular Religious Affiliation,148
5570,SA,Buddhism,0
5570,SA,Christianity,287
5570,SA,Hinduism,0
5570,SA,Islam,0
5570,SA,Judaism,0
5570,SA,Other Religions,4
5570,SA,Non/Secular Religious Affiliation,167
5571,SA,Buddhism,9
5571,SA,Christianity,1174
5571,SA,Hinduism,0
5571,SA,Islam,0
5571,SA,Judaism,0
5571,SA,Other Religions,6
5571,SA,Non/Secular Religious Affiliation,516
5572,SA,Buddhism,0
5572,SA,Christianity,95
5572,SA,Hinduism,0
5572,SA,Islam,0
5572,SA,Judaism,0
5572,SA,Other Religions,0
5572,SA,Non/Secular Religious Affiliation,37
5573,SA,Buddhism,15
5573,SA,Christianity,1274
5573,SA,Hinduism,0
5573,SA,Islam,0
5573,SA,Judaism,0
5573,SA,Other Religions,14
5573,SA,Non/Secular Religious Affiliation,554
5575,SA,Buddhism,14
5575,SA,Christianity,1317
5575,SA,Hinduism,0
5575,SA,Islam,12
5575,SA,Judaism,0
5575,SA,Other Religions,8
5575,SA,Non/Secular Religious Affiliation,790
5576,SA,Buddhism,0
5576,SA,Christianity,728
5576,SA,Hinduism,0
5576,SA,Islam,0
5576,SA,Judaism,0
5576,SA,Other Religions,3
5576,SA,Non/Secular Religious Affiliation,259
5577,SA,Buddhism,9
5577,SA,Christianity,291
5577,SA,Hinduism,3
5577,SA,Islam,0
5577,SA,Judaism,0
5577,SA,Other Religions,4
5577,SA,Non/Secular Religious Affiliation,165
5580,SA,Buddhism,0
5580,SA,Christianity,188
5580,SA,Hinduism,0
5580,SA,Islam,0
5580,SA,Judaism,0
5580,SA,Other Religions,0
5580,SA,Non/Secular Religious Affiliation,114
5581,SA,Buddhism,7
5581,SA,Christianity,362
5581,SA,Hinduism,0
5581,SA,Islam,0
5581,SA,Judaism,0
5581,SA,Other Religions,0
5581,SA,Non/Secular Religious Affiliation,141
5582,SA,Buddhism,7
5582,SA,Christianity,392
5582,SA,Hinduism,0
5582,SA,Islam,0
5582,SA,Judaism,0
5582,SA,Other Religions,4
5582,SA,Non/Secular Religious Affiliation,195
5583,SA,Buddhism,9
5583,SA,Christianity,465
5583,SA,Hinduism,0
5583,SA,Islam,0
5583,SA,Judaism,0
5583,SA,Other Religions,0
5583,SA,Non/Secular Religious Affiliation,251
5600,SA,Buddhism,58
5600,SA,Christianity,3381
5600,SA,Hinduism,45
5600,SA,Islam,16
5600,SA,Judaism,0
5600,SA,Other Religions,17
5600,SA,Non/Secular Religious Affiliation,2217
5601,SA,Buddhism,0
5601,SA,Christianity,231
5601,SA,Hinduism,0
5601,SA,Islam,0
5601,SA,Judaism,0
5601,SA,Other Religions,0
5601,SA,Non/Secular Religious Affiliation,185
5602,SA,Buddhism,6
5602,SA,Christianity,774
5602,SA,Hinduism,0
5602,SA,Islam,0
5602,SA,Judaism,0
5602,SA,Other Religions,0
5602,SA,Non/Secular Religious Affiliation,393
5603,SA,Buddhism,0
5603,SA,Christianity,270
5603,SA,Hinduism,0
5603,SA,Islam,0
5603,SA,Judaism,0
5603,SA,Other Religions,5
5603,SA,Non/Secular Religious Affiliation,123
5604,SA,Buddhism,3
5604,SA,Christianity,123
5604,SA,Hinduism,0
5604,SA,Islam,0
5604,SA,Judaism,0
5604,SA,Other Religions,0
5604,SA,Non/Secular Religious Affiliation,55
5605,SA,Buddhism,3
5605,SA,Christianity,978
5605,SA,Hinduism,0
5605,SA,Islam,0
5605,SA,Judaism,0
5605,SA,Other Religions,0
5605,SA,Non/Secular Religious Affiliation,567
5606,SA,Buddhism,83
5606,SA,Christianity,7094
5606,SA,Hinduism,41
5606,SA,Islam,12
5606,SA,Judaism,7
5606,SA,Other Religions,38
5606,SA,Non/Secular Religious Affiliation,5395
5607,SA,Buddhism,34
5607,SA,Christianity,2419
5607,SA,Hinduism,0
5607,SA,Islam,4
5607,SA,Judaism,0
5607,SA,Other Religions,8
5607,SA,Non/Secular Religious Affiliation,1764
5608,SA,Buddhism,67
5608,SA,Christianity,6164
5608,SA,Hinduism,66
5608,SA,Islam,46
5608,SA,Judaism,0
5608,SA,Other Religions,59
5608,SA,Non/Secular Religious Affiliation,5451
5609,SA,Buddhism,8
5609,SA,Christianity,992
5609,SA,Hinduism,24
5609,SA,Islam,0
5609,SA,Judaism,0
5609,SA,Other Religions,14
5609,SA,Non/Secular Religious Affiliation,763
5630,SA,Buddhism,0
5630,SA,Christianity,85
5630,SA,Hinduism,0
5630,SA,Islam,0
5630,SA,Judaism,0
5630,SA,Other Religions,0
5630,SA,Non/Secular Religious Affiliation,38
5631,SA,Buddhism,4
5631,SA,Christianity,670
5631,SA,Hinduism,0
5631,SA,Islam,0
5631,SA,Judaism,0
5631,SA,Other Religions,4
5631,SA,Non/Secular Religious Affiliation,286
5632,SA,Buddhism,0
5632,SA,Christianity,155
5632,SA,Hinduism,0
5632,SA,Islam,0
5632,SA,Judaism,0
5632,SA,Other Religions,0
5632,SA,Non/Secular Religious Affiliation,69
5633,SA,Buddhism,0
5633,SA,Christianity,240
5633,SA,Hinduism,0
5633,SA,Islam,0
5633,SA,Judaism,0
5633,SA,Other Religions,0
5633,SA,Non/Secular Religious Affiliation,56
5640,SA,Buddhism,3
5640,SA,Christianity,647
5640,SA,Hinduism,4
5640,SA,Islam,0
5640,SA,Judaism,0
5640,SA,Other Religions,0
5640,SA,Non/Secular Religious Affiliation,285
5641,SA,Buddhism,0
5641,SA,Christianity,572
5641,SA,Hinduism,5
5641,SA,Islam,0
5641,SA,Judaism,0
5641,SA,Other Religions,6
5641,SA,Non/Secular Religious Affiliation,340
5642,SA,Buddhism,0
5642,SA,Christianity,152
5642,SA,Hinduism,0
5642,SA,Islam,0
5642,SA,Judaism,0
5642,SA,Other Religions,0
5642,SA,Non/Secular Religious Affiliation,64
5650,SA,Buddhism,0
5650,SA,Christianity,121
5650,SA,Hinduism,0
5650,SA,Islam,0
5650,SA,Judaism,0
5650,SA,Other Religions,0
5650,SA,Non/Secular Religious Affiliation,41
5651,SA,Buddhism,0
5651,SA,Christianity,48
5651,SA,Hinduism,0
5651,SA,Islam,0
5651,SA,Judaism,0
5651,SA,Other Religions,0
5651,SA,Non/Secular Religious Affiliation,23
5652,SA,Buddhism,6
5652,SA,Christianity,460
5652,SA,Hinduism,0
5652,SA,Islam,0
5652,SA,Judaism,0
5652,SA,Other Religions,0
5652,SA,Non/Secular Religious Affiliation,190
5653,SA,Buddhism,0
5653,SA,Christianity,40
5653,SA,Hinduism,0
5653,SA,Islam,0
5653,SA,Judaism,0
5653,SA,Other Religions,0
5653,SA,Non/Secular Religious Affiliation,25
5654,SA,Buddhism,0
5654,SA,Christianity,146
5654,SA,Hinduism,0
5654,SA,Islam,0
5654,SA,Judaism,0
5654,SA,Other Religions,0
5654,SA,Non/Secular Religious Affiliation,74
5655,SA,Buddhism,0
5655,SA,Christianity,69
5655,SA,Hinduism,0
5655,SA,Islam,0
5655,SA,Judaism,0
5655,SA,Other Religions,0
5655,SA,Non/Secular Religious Affiliation,24
5660,SA,Buddhism,0
5660,SA,Christianity,28
5660,SA,Hinduism,0
5660,SA,Islam,0
5660,SA,Judaism,0
5660,SA,Other Religions,0
5660,SA,Non/Secular Religious Affiliation,15
5661,SA,Buddhism,0
5661,SA,Christianity,87
5661,SA,Hinduism,0
5661,SA,Islam,0
5661,SA,Judaism,0
5661,SA,Other Religions,0
5661,SA,Non/Secular Religious Affiliation,56
5670,SA,Buddhism,4
5670,SA,Christianity,272
5670,SA,Hinduism,0
5670,SA,Islam,0
5670,SA,Judaism,0
5670,SA,Other Religions,0
5670,SA,Non/Secular Religious Affiliation,166
5671,SA,Buddhism,0
5671,SA,Christianity,104
5671,SA,Hinduism,0
5671,SA,Islam,0
5671,SA,Judaism,0
5671,SA,Other Religions,0
5671,SA,Non/Secular Religious Affiliation,44
5680,SA,Buddhism,14
5680,SA,Christianity,1150
5680,SA,Hinduism,5
5680,SA,Islam,5
5680,SA,Judaism,0
5680,SA,Other Religions,8
5680,SA,Non/Secular Religious Affiliation,659
5690,SA,Buddhism,17
5690,SA,Christianity,1810
5690,SA,Hinduism,3
5690,SA,Islam,0
5690,SA,Judaism,0
5690,SA,Other Religions,46
5690,SA,Non/Secular Religious Affiliation,1149
5700,SA,Buddhism,60
5700,SA,Christianity,5267
5700,SA,Hinduism,46
5700,SA,Islam,48
5700,SA,Judaism,0
5700,SA,Other Religions,121
5700,SA,Non/Secular Religious Affiliation,4186
5701,SA,Buddhism,0
5701,SA,Christianity,7
5701,SA,Hinduism,0
5701,SA,Islam,0
5701,SA,Judaism,0
5701,SA,Other Religions,0
5701,SA,Non/Secular Religious Affiliation,0
5710,SA,Buddhism,3
5710,SA,Christianity,1045
5710,SA,Hinduism,0
5710,SA,Islam,0
5710,SA,Judaism,0
5710,SA,Other Religions,13
5710,SA,Non/Secular Religious Affiliation,886
5713,SA,Buddhism,0
5713,SA,Christianity,13
5713,SA,Hinduism,0
5713,SA,Islam,0
5713,SA,Judaism,0
5713,SA,Other Religions,0
5713,SA,Non/Secular Religious Affiliation,5
5715,SA,Buddhism,0
5715,SA,Christianity,24
5715,SA,Hinduism,0
5715,SA,Islam,0
5715,SA,Judaism,0
5715,SA,Other Religions,0
5715,SA,Non/Secular Religious Affiliation,9
5717,SA,Buddhism,0
5717,SA,Christianity,4
5717,SA,Hinduism,0
5717,SA,Islam,0
5717,SA,Judaism,0
5717,SA,Other Religions,0
5717,SA,Non/Secular Religious Affiliation,9
5719,SA,Buddhism,0
5719,SA,Christianity,21
5719,SA,Hinduism,0
5719,SA,Islam,0
5719,SA,Judaism,0
5719,SA,Other Religions,0
5719,SA,Non/Secular Religious Affiliation,15
5720,SA,Buddhism,0
5720,SA,Christianity,101
5720,SA,Hinduism,0
5720,SA,Islam,0
5720,SA,Judaism,0
5720,SA,Other Religions,0
5720,SA,Non/Secular Religious Affiliation,50
5722,SA,Buddhism,0
5722,SA,Christianity,158
5722,SA,Hinduism,0
5722,SA,Islam,0
5722,SA,Judaism,0
5722,SA,Other Religions,0
5722,SA,Non/Secular Religious Affiliation,118
5723,SA,Buddhism,49
5723,SA,Christianity,898
5723,SA,Hinduism,11
5723,SA,Islam,27
5723,SA,Judaism,0
5723,SA,Other Religions,17
5723,SA,Non/Secular Religious Affiliation,655
5724,SA,Buddhism,4
5724,SA,Christianity,193
5724,SA,Hinduism,0
5724,SA,Islam,0
5724,SA,Judaism,0
5724,SA,Other Religions,23
5724,SA,Non/Secular Religious Affiliation,94
5725,SA,Buddhism,44
5725,SA,Christianity,1850
5725,SA,Hinduism,22
5725,SA,Islam,18
5725,SA,Judaism,0
5725,SA,Other Religions,7
5725,SA,Non/Secular Religious Affiliation,1520
5730,SA,Buddhism,0
5730,SA,Christianity,44
5730,SA,Hinduism,0
5730,SA,Islam,0
5730,SA,Judaism,0
5730,SA,Other Religions,6
5730,SA,Non/Secular Religious Affiliation,36
5731,SA,Buddhism,0
5731,SA,Christianity,190
5731,SA,Hinduism,0
5731,SA,Islam,3
5731,SA,Judaism,0
5731,SA,Other Religions,6
5731,SA,Non/Secular Religious Affiliation,172
5732,SA,Buddhism,3
5732,SA,Christianity,65
5732,SA,Hinduism,0
5732,SA,Islam,0
5732,SA,Judaism,0
5732,SA,Other Religions,7
5732,SA,Non/Secular Religious Affiliation,96
5733,SA,Buddhism,0
5733,SA,Christianity,107
5733,SA,Hinduism,0
5733,SA,Islam,0
5733,SA,Judaism,0
5733,SA,Other Religions,0
5733,SA,Non/Secular Religious Affiliation,80
5734,SA,Buddhism,0
5734,SA,Christianity,54
5734,SA,Hinduism,0
5734,SA,Islam,0
5734,SA,Judaism,0
5734,SA,Other Religions,16
5734,SA,Non/Secular Religious Affiliation,64
5950,SA,Buddhism,0
5950,SA,Christianity,0
5950,SA,Hinduism,0
5950,SA,Islam,0
5950,SA,Judaism,0
5950,SA,Other Religions,0
5950,SA,Non/Secular Religious Affiliation,0
5960,SA,Buddhism,0
5960,SA,Christianity,0
5960,SA,Hinduism,0
5960,SA,Islam,0
5960,SA,Judaism,0
5960,SA,Other Religions,0
5960,SA,Non/Secular Religious Affiliation,0
6000,WA,Buddhism,543
6000,WA,Christianity,3658
6000,WA,Hinduism,323
6000,WA,Islam,294
6000,WA,Judaism,44
6000,WA,Other Religions,73
6000,WA,Non/Secular Religious Affiliation,4407
6003,WA,Buddhism,130
6003,WA,Christianity,1071
6003,WA,Hinduism,75
6003,WA,Islam,24
6003,WA,Judaism,19
6003,WA,Other Religions,15
6003,WA,Non/Secular Religious Affiliation,1453
6004,WA,Buddhism,497
6004,WA,Christianity,3673
6004,WA,Hinduism,459
6004,WA,Islam,419
6004,WA,Judaism,33
6004,WA,Other Religions,95
6004,WA,Non/Secular Religious Affiliation,3580
6005,WA,Buddhism,169
6005,WA,Christianity,1993
6005,WA,Hinduism,195
6005,WA,Islam,112
6005,WA,Judaism,24
6005,WA,Other Religions,42
6005,WA,Non/Secular Religious Affiliation,2044
6006,WA,Buddhism,223
6006,WA,Christianity,3985
6006,WA,Hinduism,53
6006,WA,Islam,67
6006,WA,Judaism,52
6006,WA,Other Religions,43
6006,WA,Non/Secular Religious Affiliation,3345
6007,WA,Buddhism,136
6007,WA,Christianity,2936
6007,WA,Hinduism,97
6007,WA,Islam,51
6007,WA,Judaism,38
6007,WA,Other Religions,44
6007,WA,Non/Secular Religious Affiliation,3000
6008,WA,Buddhism,319
6008,WA,Christianity,6472
6008,WA,Hinduism,202
6008,WA,Islam,145
6008,WA,Judaism,69
6008,WA,Other Religions,80
6008,WA,Non/Secular Religious Affiliation,6119
6009,WA,Buddhism,490
6009,WA,Christianity,8778
6009,WA,Hinduism,323
6009,WA,Islam,453
6009,WA,Judaism,123
6009,WA,Other Religions,112
6009,WA,Non/Secular Religious Affiliation,6669
6010,WA,Buddhism,202
6010,WA,Christianity,8943
6010,WA,Hinduism,148
6010,WA,Islam,106
6010,WA,Judaism,66
6010,WA,Other Religions,99
6010,WA,Non/Secular Religious Affiliation,5466
6011,WA,Buddhism,71
6011,WA,Christianity,4733
6011,WA,Hinduism,46
6011,WA,Islam,16
6011,WA,Judaism,37
6011,WA,Other Religions,32
6011,WA,Non/Secular Religious Affiliation,3214
6012,WA,Buddhism,153
6012,WA,Christianity,4359
6012,WA,Hinduism,101
6012,WA,Islam,52
6012,WA,Judaism,12
6012,WA,Other Religions,46
6012,WA,Non/Secular Religious Affiliation,3033
6014,WA,Buddhism,690
6014,WA,Christianity,10214
6014,WA,Hinduism,472
6014,WA,Islam,164
6014,WA,Judaism,62
6014,WA,Other Religions,153
6014,WA,Non/Secular Religious Affiliation,7053
6015,WA,Buddhism,65
6015,WA,Christianity,3893
6015,WA,Hinduism,39
6015,WA,Islam,19
6015,WA,Judaism,38
6015,WA,Other Religions,25
6015,WA,Non/Secular Religious Affiliation,2059
6016,WA,Buddhism,372
6016,WA,Christianity,4323
6016,WA,Hinduism,509
6016,WA,Islam,141
6016,WA,Judaism,41
6016,WA,Other Religions,80
6016,WA,Non/Secular Religious Affiliation,3722
6017,WA,Buddhism,159
6017,WA,Christianity,1697
6017,WA,Hinduism,400
6017,WA,Islam,168
6017,WA,Judaism,0
6017,WA,Other Religions,72
6017,WA,Non/Secular Religious Affiliation,1192
6018,WA,Buddhism,652
6018,WA,Christianity,19764
6018,WA,Hinduism,556
6018,WA,Islam,283
6018,WA,Judaism,88
6018,WA,Other Religions,220
6018,WA,Non/Secular Religious Affiliation,12934
6019,WA,Buddhism,280
6019,WA,Christianity,10370
6019,WA,Hinduism,136
6019,WA,Islam,126
6019,WA,Judaism,59
6019,WA,Other Religions,99
6019,WA,Non/Secular Religious Affiliation,8441
6020,WA,Buddhism,221
6020,WA,Christianity,12045
6020,WA,Hinduism,102
6020,WA,Islam,87
6020,WA,Judaism,46
6020,WA,Other Religions,91
6020,WA,Non/Secular Religious Affiliation,6680
6021,WA,Buddhism,501
6021,WA,Christianity,12085
6021,WA,Hinduism,673
6021,WA,Islam,390
6021,WA,Judaism,43
6021,WA,Other Religions,261
6021,WA,Non/Secular Religious Affiliation,4249
6022,WA,Buddhism,99
6022,WA,Christianity,2709
6022,WA,Hinduism,41
6022,WA,Islam,38
6022,WA,Judaism,17
6022,WA,Other Religions,40
6022,WA,Non/Secular Religious Affiliation,1680
6023,WA,Buddhism,139
6023,WA,Christianity,8600
6023,WA,Hinduism,156
6023,WA,Islam,71
6023,WA,Judaism,9
6023,WA,Other Religions,52
6023,WA,Non/Secular Religious Affiliation,5202
6024,WA,Buddhism,204
6024,WA,Christianity,7335
6024,WA,Hinduism,88
6024,WA,Islam,96
6024,WA,Judaism,23
6024,WA,Other Religions,79
6024,WA,Non/Secular Religious Affiliation,4643
6025,WA,Buddhism,337
6025,WA,Christianity,16467
6025,WA,Hinduism,226
6025,WA,Islam,244
6025,WA,Judaism,33
6025,WA,Other Religions,125
6025,WA,Non/Secular Religious Affiliation,10318
6026,WA,Buddhism,230
6026,WA,Christianity,13130
6026,WA,Hinduism,160
6026,WA,Islam,71
6026,WA,Judaism,32
6026,WA,Other Religions,108
6026,WA,Non/Secular Religious Affiliation,7207
6027,WA,Buddhism,572
6027,WA,Christianity,21942
6027,WA,Hinduism,303
6027,WA,Islam,550
6027,WA,Judaism,34
6027,WA,Other Religions,252
6027,WA,Non/Secular Religious Affiliation,14521
6028,WA,Buddhism,223
6028,WA,Christianity,13184
6028,WA,Hinduism,193
6028,WA,Islam,228
6028,WA,Judaism,26
6028,WA,Other Religions,177
6028,WA,Non/Secular Religious Affiliation,7020
6029,WA,Buddhism,27
6029,WA,Christianity,1474
6029,WA,Hinduism,0
6029,WA,Islam,0
6029,WA,Judaism,16
6029,WA,Other Religions,3
6029,WA,Non/Secular Religious Affiliation,1031
6030,WA,Buddhism,581
6030,WA,Christianity,19962
6030,WA,Hinduism,347
6030,WA,Islam,563
6030,WA,Judaism,33
6030,WA,Other Religions,337
6030,WA,Non/Secular Religious Affiliation,13834
6031,WA,Buddhism,199
6031,WA,Christianity,8340
6031,WA,Hinduism,357
6031,WA,Islam,287
6031,WA,Judaism,10
6031,WA,Other Religions,231
6031,WA,Non/Secular Religious Affiliation,5943
6032,WA,Buddhism,3
6032,WA,Christianity,98
6032,WA,Hinduism,0
6032,WA,Islam,0
6032,WA,Judaism,0
6032,WA,Other Religions,0
6032,WA,Non/Secular Religious Affiliation,71
6033,WA,Buddhism,28
6033,WA,Christianity,230
6033,WA,Hinduism,0
6033,WA,Islam,0
6033,WA,Judaism,0
6033,WA,Other Religions,0
6033,WA,Non/Secular Religious Affiliation,120
6034,WA,Buddhism,6
6034,WA,Christianity,748
6034,WA,Hinduism,5
6034,WA,Islam,11
6034,WA,Judaism,0
6034,WA,Other Religions,8
6034,WA,Non/Secular Religious Affiliation,711
6035,WA,Buddhism,66
6035,WA,Christianity,4082
6035,WA,Hinduism,21
6035,WA,Islam,20
6035,WA,Judaism,4
6035,WA,Other Religions,34
6035,WA,Non/Secular Religious Affiliation,3597
6036,WA,Buddhism,140
6036,WA,Christianity,7889
6036,WA,Hinduism,137
6036,WA,Islam,162
6036,WA,Judaism,14
6036,WA,Other Religions,77
6036,WA,Non/Secular Religious Affiliation,5599
6037,WA,Buddhism,33
6037,WA,Christianity,1337
6037,WA,Hinduism,17
6037,WA,Islam,7
6037,WA,Judaism,0
6037,WA,Other Religions,13
6037,WA,Non/Secular Religious Affiliation,1244
6038,WA,Buddhism,53
6038,WA,Christianity,2974
6038,WA,Hinduism,87
6038,WA,Islam,46
6038,WA,Judaism,3
6038,WA,Other Religions,48
6038,WA,Non/Secular Religious Affiliation,2374
6041,WA,Buddhism,9
6041,WA,Christianity,814
6041,WA,Hinduism,3
6041,WA,Islam,0
6041,WA,Judaism,0
6041,WA,Other Religions,6
6041,WA,Non/Secular Religious Affiliation,510
6042,WA,Buddhism,0
6042,WA,Christianity,38
6042,WA,Hinduism,0
6042,WA,Islam,0
6042,WA,Judaism,0
6042,WA,Other Religions,0
